,레시피일련번호,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법,요리상황,요리재료별명,요리종류,요리소개,요리재료들,요리인분,요리난이도,요리시간,최초등록일,ingre1
1804,6905100,다시마무침 액젓으로 더욱 맛나게 ,다시마무침,37279613,왕눈이2,18442,0,526,무침,일상,해물류,밑반찬,생다시마채와 액젓을 이용해서 간단하게 다시마무침으로 색다른반찬을 만들어 보세요,[재료] 다시마채 300g| 청양고추 빨강 1개| 청양고추 초록 1개 [양념] 액젓(까나리/멸치/참치) 2스푼| 고추가루 1스푼| 다진마늘 1스푼| 설탕 1/2스푼| 들기름 1스푼| 통깨 1스푼,4인분,초급,15분이내,2.02E+13," 다시마, 청양고추, 청양고추, 까나리액젓, 멸치, 참치, 고춧가루, 마늘, 설탕, 들기름, 깨 "
1805,6905106,NO 밀가루!! 진한 갸또 쇼콜라케익,쇼콜라케익,j492400,키친마니,6134,0,334,굽기,간식,달걀/유제품,디저트,100% 어떤 가루도 첨가하지 않고 4가지 재료로 만드는 갸또쇼콜라케익이에요. 다크 초콜릿으로 만들어 황산화 성분도 많고 밀가루 섭취를 못하시는 분이나 칼로리 때문에 초콜릿 케익을 못드신 분들에게 가볍게 한조각씩 디저트로 드실 수 있는 케익이에요^^.,[재료] 다크초콜릿 250g| 생크림 200g| 달걀 4개| 설탕 60g,4인분,중급,2시간이내,2.02E+13," 다크초콜릿, 생크림, 달걀, 설탕 "
1806,6905108,간식으로 좋은 오색 유부소면/유부 잔치국수,유부잔치국수,loveshine707,쿡따라,2178,0,34,끓이기,간식,밀가루,면/만두,유부에서 우러 나오는 구수하고 고소한 감칠맛이 국물에도 배여 국물맛이 매력적인 유부 잔치국수입니다^^*  ,[재료] 오색 소면 2인분| 유부 1장| 당근 50g| 애호박 50g| 단무지 50g| 계란 3개| 소금 약간| 후추 약간| 기름 약간| 맛술 1스푼 [육수] 다시팩 1개| 국간장 1스푼| 진간장 1스푼| 참치액 2스푼| 매실청 1스푼| 소금 약간,2인분,초급,,2.02E+13," 오색면, 유부, 당근, 애호박, 단무지, 달걀 후추, 기름, 맛술, 다시다, 국간장, 진간장, 참치액, 매실청, 소금 "
1807,6905109,영양간식 양파링전/참치 양파링전,참치양파링전,loveshine707,쿡따라,4281,0,213,부침,영양식,채소류,기타,참치 치즈와 강황가루 넣어 부드럽게 치대 만든 속을 양파링속에 가득 채워 계란옷 입혀 부쳤더니 더 고소하고 부드럽게 먹을수 있는 참치 양파링전이랍니다 아이들 간식이나 술안주  야식  반찬으로 넘 좋답니다  ,[재료] 양파 2개| 참치 1캔| 계란 2개| 슬라이스 치즈 2장| 강황가루 1스푼| 홍고추 2개| 소금 1티스푼| 부침유 약간,2인분,초급,,2.02E+13," 양파, 참치, 달걀,  치즈, 강황가루, 홍고추, 부침유 "
1808,6905110,초간단 달걀치즈토스트:D,달걀치즈토스트,13710024,로즈현,1275,0,33,무침,간식,달걀/유제품,빵,토스트귀신인 신랑이 또 토스트가 먹고싶다하셔서 이번엔 치즈를 넣고 해보았어요:D,[재료] 식빵 2장| 슬라이스치즈 1장| 달걀 1개| 양배추 1줌| 마요네즈 약간| 케찹 약간,1인분,초급,10분이내,2.02E+13," 식빵, 치즈, 달걀, 양배추, 마요네즈, 케찹 "
1809,6905135,남도의 겨울철 별미 홍어애탕,홍어애탕,yji516,밥순이네,15727,0,62,끓이기,일상,해물류,국/탕,홍어애탕은 전라도 토속 음식으로 홍어 내장등 뼈로 탕이나 국을 끓이는데 저는 삭힌 홍어를 못먹어서 싱싱한 채로 끓였어요.  싱싱한 홍어를 끓이니까 맛은 그냥 매운탕 같은데 냄새는 홍어의 특유한 냄새가 났습니다.,[재료] 홍어 애 400g| 보리나물 100g| 청고추 1개| 홍고추 1개씩| 대파 1대 [양념] 시판 된장 3T| 고추가루 3T| 간마늘 2T| 액젓 1T| 생강술 1T| 후추 1/2T [육수] 다시마| 멸치| 건새우,6인분이상,초급,30분이내,2.02E+13," 홍어, 보리나물, 청고추, 홍고추, 파, 된장, 고춧가루, 마늘, 액젓, 생강술, 후추, 다시마, 멸치, 건새우"
1810,6905137,바나나 고로케 만드는법 과일요리 아이간식,바나나고로케,32061214,햇살머금은집,1781,0,41,튀김,간식,과일류,디저트,남은 바바나 시간 지나 무르려고 하는 바바나 활용 맛있는 튀김 만들어 먹자구요,[재료] 바나나 3개| 식빵 3조각| 계란 2개| 튀김가루(빵가루) 50g,2인분,아무나,,2.02E+13," 바나나, 식빵 , 달걀, 튀김가루, 빵가루 "
1811,6905143,반찬으로도 손색 없는 김치 떡볶음(떡국떡과 묵은지 사용!),김치떡볶음,84179710,딸기망고chsiiii,1183,0,29,볶음,간식,쌀,밥/죽/떡,아이들도 먹기 좋은 떡국떡과 묵은지를 사용해 만든 김치 떡볶음이에요. 묵은지쌈밥 만들고 남은 줄기부분을 사용해 만들어봤어요. 간식으로도 좋고 반찬으로도 손색없는 김치 떡볶음이에요.,[재료] 떡국떡 200g| 묵은지(줄기 부분) 150g| 양파 1/4개| 당근 1/4개| 청경채 1개| 파 조금| 간장 1큰술| 맛술 1큰술| 설탕 1/2큰술,2인분,아무나,30분이내,2.02E+13," 떡국떡, 묵은지, 양파, 당근, 청경채, 파, 간장, 맛술, 설탕 "
1812,6905147,동태탕이 싫을땐 맛있는 동태조림,동태조림,92174683,요리톡톡 맛톡톡,6533,0,61,조림,초스피드,기타,메인반찬,저는 동태로 하는 음식중 동태탕보다  동태조림을 그나마 좋아해요 동태탕이나 동태조림이 맛없는건 아니지만 어릴때부터 안좋아해 잘안먹게 되더라고요  저번에 동태탕 끓이고 냉동시킨  한마리로 조림을 만들었어요 근데 동태조림이 제가 여태 해먹은것중 젤 맛있었어요  동태살이 코다리처럼 살이 쫀쫀해서 넘 맛있더라고요 얘들은 동태자체를 시러하셔 그냥 맛없다고 안먹네요ㅋ 하기사 저도 어릴때도 지금도 동태는 안좋아하는 생선이라 할말이 없죠ㅋㅋ 그래도 동태조림은 맛있긴 한데 ㅋㅋ  갠적입맛이지만 동태탕보다 훨씬 맛있는 통태조림 새롭게 어떠세요^^  오늘도 행복하세요~♡ ,[재료] 동태1마리 [양념장] 물1컵반| 간장(기호에 맞게 가감) 2T| 굴소스 2T| 마늘 1T| 고추가루 2T| 맛술 2T| 파 약간,3인분,초급,15분이내,2.02E+13," 동태, 간장, 굴소스, 마늘, 고춧가루, 맛술, 파 "
1813,6905149,망고보틀케이크 예쁜케이크가 먹기도 편하다!,망고보틀케이크,gdubu33,만개의레시피,16931,0,214,기타,간식,기타,빵,보틀에 쏙쏙 들어가있어서 먹기도 편한 예쁜 망고케이크☆  세상의 모든 레시피 만개의레시피  ,[필수재료] 카스테라 4개| 생크림 2종이컵| 설탕 3숟가락| 크림치즈 50g| 망고잼 4숟가락,2인분,초급,15분이내,2.02E+13," 카스테라, 생크림, 설탕, 크림치즈, 망고잼 "
1814,6905181,얼큰 생태탕,생태탕,rh0301,lee쉐프,14240,0,301,끓이기,해장,해물류,국/탕,오늘 같이 추운날 얼큰 생태탕 어때요? 생태 한마리로 얼큰하게 오늘 저녁 메뉴 입니다.해장국으로도 좋습니다.,[재료] 생태 1마리| 무우 1토막| 밴댕이 3마리| 멸치 1/3줌| 다시마 1조각| 대파 1/2대| 풋고추 2개| 양파 1/2개| 미나리 약간| 물 1.5리터| 맛술 2큰술| 가는소금 1작은술 [양념] 매운 고추가루 3큰술| 다진생강 1작은술| 다진마늘 1큰술| 된장 1작은술| 간장 1큰술| 참치액 1작은술| 후추 약간,4인분,초급,30분이내,2.02E+13," 생태, 무우, 밴댕이, 멸치, 다시마 ,파, 풋고추, 양파, 미나리, 물, 맛술,  고춧가루, 생강, 마늘, 된장, 간장, 참치액, 후추 "
1815,6905187,쓸모가 많은 맛있는 사과청 만들기  초간단,사과청,hancy002,hancy002,15076,0,192,절임,일상,과일류,양념/소스/잼,사과청 만들어 보셨나요? 제가 많은 청을 만들어 보았는데 사과청과  구아바 청이 으뜸입니다. 매실청도 좋은데 이들도 엄청 맛이 좋거든요. 어렵지 않으니 꼭! 만들어보세요!,[재료] 사과 2알| 설탕 사과와같은양| 레몬즙 3큰술| 베이킹소다 적당량| 식초 적당량,6인분이상,아무나,15분이내,2.02E+13," 사과, 설탕, 레몬즙, 베이킹소다, 식초 "
1816,6905190,상큼함의 절정! 새콤달콤 발사믹샐러드국수:D,샐러드국수,13710024,로즈현,1422,0,40,무침,일상,채소류,면/만두,신랑이 비빔국수 달달하게 먹고싶다길래 샐러드파스타에서 착안해서 발사믹식초를 이용해 새콤달콤한 비빔국수 만들어봤어요:D,[재료] 소면 500원동전| 쌈채소 적당량 [양념] 발사믹식초 3숟가락| 올리브유 3숟가락| 올리고당 2숟가락| 소금 1/2티스푼| 간장 1숟가락| 고춧가루 1/2티스푼,2인분,초급,10분이내,2.02E+13,"면, 쌈채소, 발사믹식초, 올리브유, 올리고당, 간장, 고춧가루"
1817,6905192,간단 간식/맛살 냉이전,맛살냉이전,loveshine707,쿡따라,1224,0,25,부침,영양식,채소류,기타,맛살 넣고 향긋한 냉이전 간단하게 부쳐 보았어요~ 간식  안주 모두 좋다비다^^*,[재료] 냉이 200g| 맛살(小) 1팩| 새우가루 0.5스푼| 소금 1티스푼| 홍고추 1개| 튀김가루(부침가루) 1컵| 물 1/2컵| 기름 약간,2인분,초급,15분이내,2.02E+13," 냉이, 맛살, 새우가루 홍고추, 튀김가루, 부침가루, 물, 기름 "
1818,6905195,맛탕 토스트  초간단 고소~한 토스트 만들기 간식,맛탕토스트,hancy002,hancy002,4615,0,191,굽기,간식,밀가루,빵,집에 있는 식빵으로 견과류넣고 올리고당 넣어 만든 맛있고 간단한 '맛탕 토스트'! ?간단하지만 식감과 맛이 매우 좋답니다. 꼭! 해 보세요!!,[재료] 식빵 1개| 버터 1큰술| 올리고당 2큰술반| 설탕 1작은술| 견과류 2큰술| 시나몬가루 약간,1인분,아무나,10분이내,2.02E+13," 식빵, 버터, 올리고당, 설탕, 견과류, 시나몬가루 "
1819,6905201,무말랭이 피클 / dried radish Pickle ,무말랭이피클,62929808,요알남Mingstar,1329,0,19,절임,일상,기타,밑반찬,무말랭이는 국산 무를 말린 것이 좋다. 무말랭이를 이용하여 피클 만드는 방법입니다,[재료] 무말랭이 300g| 레몬 1개| 물 300ml| 간장 120ml| 식초 120ml| 설탕 120g,6인분이상,아무나,2시간이상,2.02E+13," 무말랭이, 레몬, 물, 간장, 식초, 설탕 "
1820,6905229,봄동 된장국 칼칼한 봄동 굴 된장국,봄동굴된장국,limsu11,스마일로즈건강밥상,6274,0,30,끓이기,일상,채소류,국/탕,어제저녁부턴 바람도 많이 불고 추워지기 시작하더라고요  그래서 따끈한 국생각에 마당에 봄동 한 개 뽑아서 된장국을 끓였어요 미세먼지엔 해초류가 좋다고 하지요  미역국을 끓일까 하다가 칼칼한 굴 된장국을 끓였는데  얼큰 칼칼 구수하고 맛있네요 겨울엔 된장 풀고 국 끓여 놓으면 다른 반찬 필요 없는 것 같아요  우리네 식탁엔 된장이 빠지면 섭섭하지요  ?  ?  ? ,[재료] 봄동 1개| 굴 150g| 청양고추 1개| 홍고추 1개| 대파 1개 [재료] 된장 2T| 고춧가루 1T| 다진 마늘 1T| 쌀뜻 물 4컵,4인분,초급,15분이내,2.02E+13," 봄동, 굴, 청양고추, 홍고추,파, 된장, 고춧가루,  마늘, 쌀뜨물 "
1821,6905230,초간단 딸기 쉐이크 만들기,딸기쉐이크,56422255,박예린.Ye-rin,3696,0,41,기타,손님접대,과일류,디저트,전 초딩입니다. 그정도로 이 디저트는 만들기 쉽습니다.,[재료] 딸기 약 6개| 설탕 25g [양념] 딸기 4개| 우유 200ml| 설탕 25g,1인분,아무나,15분이내,2.02E+13," 설탕, 딸기, 우유"
1822,6905231,계란 만두 알토란 계란 참치 만두 내 마음대로 만들기,계란참치만두,limsu11,스마일로즈건강밥상,2930,0,21,부침,일상,달걀/유제품,면/만두,얼마 전 잠깐 TV에서 스치면서 보았는데  계란 만두 만드는 게 보이기에   한번 만들어 보았어요  집에 있는 냉장고 재료들 꺼내서 만들었는데  한 끼 식사로도 가능하더라고요 냉장고 있는 야채들 다져 넣고 당면도 조금 삶아서 넣었더니   만두피 대신 계란으로 만든 계란 만두입니다 계란 만두 만들어서 아이들 간식으로 또는 술안주로 너무 괜찮네요 ?  ? ,[재료] 계란 4개| 참치 1개| 깻잎 8장| 파프리카(노랑+빨강) 1/4개| 양파1/3개| 당면 50g| 소금1/2t| 후추 약간| 케첩 약간| 깨소금 약간 [당면 삶을 때] 소금 1t| 식용유 1T,2인분,아무나,15분이내,2.02E+13," 달걀, 참치, 깻잎, 파프리카, 양파, 당면, 후추, 케첩, 깨소금, 식용유 "
1823,6905238,커스타드 도너츠,커스타드도너츠,55487241,nana6057,1537,0,20,튀김,간식,밀가루,빵,도너츠,[재료] 강력분 150g| 중력분 80g| 설탕 20g| 소금 2g| 이스트 5g| 우유 80g| 버터 20g [양념] 계란노른자 4개| 중력분 20g| 설탕 60g| 우유 250g| 바닐라빈 4g| 버터 25g| 콩고물 약간| 설탕 약간| 슈가파우더 약간,4인분,중급,2시간이내,2.02E+13," 강력분, 중력분, 설탕, 이스트, 우유, 버터, 달걀, 중력분, 우유, 바닐라빈, 버터, 콩고물, 슈가파우더 "
1824,6905240,TV요리 ) 술안주로 따봉 ♥ 황태채구이소스,황태채구이소스,gdubu33,만개의레시피,26847,0,430,비빔,술안주,기타,양념/소스/잼,술이 술술~ 자꾸 땡기는 마성의 황태채구이소스! 수미네반찬 tv요리! 황태찍먹소스! 술안주로 먹으면 따봉따봉 쌍따봉! 황태채구이 소스!  세상의 모든 레시피 만개의레시피   ,[필수재료] 마요네즈 3숟가락| 참깨드레싱 1+1/2숟가락| 레몬즙 1숟가락| 깐땅콩 2숟가락| 청양고추 1개| 통깨 1/2숟가락| 황태 적당량,2인분,아무나,10분이내,2.02E+13," 마요네즈, 참깨드레싱, 레몬즙, 땅콩, 청양고추, 깨, 황태 "
1825,6905243,황태포무침 ! 밑반찬 만들기 짱쉽다 : ),황태포무침,gdubu33,만개의레시피,23277,0,735,무침,일상,건어물류,밑반찬,황태포를 쌀뜨물에 부드럽게해서 조물조물 무치면 맛깔나는 밑반찬 완성!   세상의 모든 레시피 만개의레시피  ,[필수 재료] 황태포 50g| 송송썬대파 2숟가락| 쌀뜨물 1/2종이컵 [양념장 재료] 고추장 1숟가락| 고춧가루 1숟가락| 설탕 1숟가락| 물엿 1숟가락| 다진 마늘 1/2숟가락| 간장 1/2숟가락| 참기름 1숟가락| 부순깨 1/2숟가락,3인분,아무나,,2.02E+13," 황태포, 대파, 쌀뜨물, 고추장, 고춧가루, 설탕, 물엿,  마늘, 간장, 참기름, 깨 "
1826,6905247,반건조 간재미찜,간재미찜,jylhee070467,밥심은국력,7571,0,60,찜,일상,해물류,메인반찬,안녕하세요? 밥심은 국력입니다. 간재미는 가오리의 사투리입니다. 가오리목에 속하는 가오리는 홍어  노랑가오리  상어가오리  흰가오리 등 다양한데  그 중 간재미는 상어가오리와 노랑가오리입니다. 다만 지역에 따라 노랑가오리를 제외한 상어가오리만 간재미로 부르는 곳이 있답니다. 간재미는 사계절 잡히지만  겨울에 뼈가 연하고 가장 맛이 좋아요. 허준이 인정한 간재미는 신장 기능을 향상시키는 각종 비타민  불포화지방 등이 풍부하고요. 오독오독 씹히는 뼈에는 황산콘드로이틴 성분이 다량 함유되어 연골재생  퇴행성 관절염의 개선에 도움을 줍니다. 또한 아미노산도 많아서 숙취해소  간기능강화  면역력 향상 등에 좋아요. 간재미는 갱개미로도 불리는데  간재미회무침  간재미찜  간재미탕  간재미조림 등 다양한 요리를 활용해보세요. 오늘은 반건조 간재미찜을 만들어 보겠습니다.,[재료] 반건조 간재미 1마리| 찜용 물 600ml| 청주 3큰술| 대파 5대| 양파 1/4개| 생강 펀 썬 것 1/2톨 [양념장] 진간장 2+1/2큰술| 고운 고추가루 1큰술| 굵은 고추가루 1큰술| 다진 양파 2큰술| 다진 홍고추 2큰술| 다진 대파 파란부분 2큰술| 다진마늘 1큰술| 맛술 1큰술| 참기름 1/2큰술| 통깨 1작은술,2인분,초급,30분이내,2.02E+13,"간재미, 물, 청주, 파, 양파, 생강, 진간장,  고춧가루,  홍고추, 마늘, 맛술, 참기름, 깨 "
1827,6905249,파인애플코코넛머핀,파인애플코코넛머핀,j492400,키친마니,902,0,26,굽기,간식,밀가루,디저트,달콤한 파인애플과 잘 어울리는 코코넛. 코코넛밀크를 농축시킨 파우더를 첨가하여 머핀의 풍미를 잘 살린 머핀이에요^^. ,[재료] 무염버터 70g| 비정제 설탕 50g| 소금 1g| 달걀 1개| 유기농 박력분 90g| 코코넛밀크 파우더 40g| 베이킹파우더 4g| 우유 20g| 속재료용 파인애플 60g| 토핑용 파인애플 약간,4인분,초급,30분이내,2.02E+13," 버터,  설탕, 달걀,  박력분, 코코넛밀크파우더, 베이킹파우더, 우유, 파인애플, 파인애플 "
1828,6905250,백종원 만두국 포인트 살려 맛있게,만두국,mk9689,판교댁쏭아,19521,0,439,끓이기,일상,밀가루,국/탕,백종원 만두국  평소에 만들어 먹듯 육수를 내고 국간장과 소금으로 간을 하고 계란 풀어 휘리릭~!  백종원 만두국은 국멸치와 건새우를 볶아 준 뒤 육수를 내는게 포인트~  늘 만두국은 집에서 만들어 먹는게  젤로 맛있다^^ ,[재료] 만두 12개 이상| 국간장 2큰술| 소금 0.5~1큰술| 다진마늘 1/2큰술| 대파 1/3대| 달걀 2개 [다시육수] 멸치 1줌| 건새우 1줌| 다시마 2~3장,3인분,초급,30분이내,2.02E+13," 만두, 국간장, 마늘,파, 달걀, 멸치, 건새우, 다시마"
1829,6905262,묵은지를 이용한 밥도둑 '묵은지꽁치조림',묵은지꽁치조림,engel282,병수댁의요리교실,1570,0,19,조림,일상,해물류,메인반찬,꽁치는 통조림을 이용하면 귀찮은 가시 발라낼 일도 없고 편하게 먹을 수 있어 좋은것 같아요. 꽁치통조림을 이용한 저렴하면서도 한국인의 밥도둑 꽁치조림을 들고왔어요~,[재료] 꽁치통조림 1개| 묵은지 6~7장| 김칫국물 100ml| 양파 1/4개| 대파 15cm| 고춧가루 1큰술| 국간장 1큰술| 다진마늘 1/2큰술| 설탕 1/2큰술| 깨 고명,4인분,아무나,60분이내,2.02E+13," 꽁치, 묵은지, 양파, 대파, 고춧가루, 국간장, 마늘, 설탕, 깨"
1830,6905267, 파래 무채 무침,파래무채무침,rh0301,lee쉐프,6273,1,107,무침,초스피드,해물류,밑반찬,요즘 제철이면서 쉽게 구할수 있는 파래로 무침을 만들어 봤습니다.가족들이 좋아해서 자주해 먹은 식재료 중 하나입니다.,[재료] 파래 3덩이| 무우 채 1/2줌| 썬 대파 1큰술 [양념] 다진마늘 1/2큰술| 진간장 1큰술| 참치액 1작은술| 식초 1큰술| 고추가루 1큰술| 깨소금 1큰술| 후추 약간,4인분,아무나,10분이내,2.02E+13," 파래, 무채, 파, 마늘, 진간장, 참치액, 식초, 고춧가루, 깨소금, 후추 "
1831,6905269,#냉장고를부탁해 #정호영셰프 #김치해물솥밥만들기 #김치와_해물_듬뿍_솥밥 #갓지은솥밥의 맛은 최고!!!!!!,김치해물솥밥,kstencil,강철새잎,3215,0,58,끓이기,영양식,해물류,밥/죽/떡,냉장고를부탁해에서 정호영셰프가 김치낙지솥밥을 만들었지요.  낙지는 없고 냉동해물이 있어서 잘 익은 김장김치에 해물 넣고 버섯도 넣어 주고는  솥에다가 바로바로 따끈따끈한 솥밥을 만들어 주었습니다.  ?  김치가 들어갔다고 해서 색이 붉은 것은 전혀 아니고요.  김치는 소량만 들어갔지요. 그래서 김치해물솥밥을 한 후에는 양념장에 비벼서 드시면 꿀맛입니다.  갓지은 솥밥의 맛은 그 어떤 고기보다도 더 입맛을 다시게 하지요 ㅎㅎㅎ  ?  전기밥통에 밥이 똑 떨어졌을때에 간단하게 김치솥밥을 즉석에서 만들어 보세요~~,[재료] 쌀 3컵| 포기김치 3장| 냉동모둠해물 1/2컵| 모둠 버섯 1/2컵| 다시마 1조각 [양념간장재료] 진간장 3큰술| 고춧가루 1티스푼| 다진마늘 1티스푼| 썬파 1티스푼| 매실액 1작은술| 참기름 1작은술| 통깨 1티스푼,2인분,아무나,30분이내,2.02E+13," 쌀, 김치, 해물, 버섯, 다시마 , 진간장, 고춧가루, 마늘, 파, 매실액, 참기름, 깨"
1832,6905284,고사리 조기찌개  칼칼한 국물 요리,고사리조기찌개,38704968,가루씨,8822,0,95,끓이기,일상,해물류,찌개,입맛 돋아주는 칼칼한 국물. 양파의 달큼함과 무의 시원한 맛이국물에 배어  계속 떠먹게 되네요~? 거기다 조기를 고사리와 함께 먹는 재미가 쏠쏠하답니다♥,[재료] 조기 5마리(360g)| 고사리 200g| 무 80g| 대파 1/2대| 양파 1개| 홍고추 1개| 청양고추 1개| 고춧가루 1.5T| 액젓 1T| 다진 마늘 1T| 다진 생강 2/3t| 후추 약간| 쌀뜨물 700ml| 있으면 쑥갓(고명) 5줄기,4인분,초급,30분이내,2.02E+13," 조기, 고사리, 무우 ,파, 양파, 홍고추, 청양고추, 고춧가루, 액젓,  마늘,  생강, 후추, 쌀뜨물"
1833,6905289,[도시락반찬] 단짠단짠 반건조문어조림,반건조문어조림,84509125,별빛마녀,4394,0,83,조림,도시락,해물류,밑반찬,도시락 반찬을 모름지기 단짠단짠 마른반찬~~,[재료] 반건조 문어조림 한팩(280g)| 간장 2 숟가락| 올리고당 3 숟가락| 카놀라유 조금| 깨소금 적당량| 마요네즈 1 숟가락,4인분,초급,10분이내,2.02E+13,"문어조림, 간장, 올리고당, 카놀라유, 깨소금, 마요네즈  "
1834,6905290,만두 크림 파스타 한끼식사 간식으로,만두크림파스타,98924365,815요리사랑,2369,0,45,끓이기,간식,기타,면/만두,에어프라이어로 냉동 만두 바삭하게 구워 크림파스타 만들기,[만두 크림 파스타 재료] 냉동만두 9개| 양배추 1줌| 양파 1/2개| 당근 약간| 쪽파 1~2대| 다진 마늘 1/2스푼| 생크림 1.5컵| 소금 약간| 후춧가루 약간| 올리브유 적당량,3인분,아무나,,2.02E+13," 만두, 양배추, 양파, 당근, 파,  마늘, 생크림, 후추, 올리브유 "
1835,6905307,초간단 양배추 피클  파프리카 양배추 피클,파프리카양배추피클,hancy002,hancy002,18785,0,240,절임,일상,채소류,밑반찬,시원하고 아삭한 <양배추파프리카 피클>. 한식과 양식 등 모든 음식에 더할 나위 없이  잘 어울리는 피클입니다!,[재료] 양배추 1/3통| 파프리카 2~4개(여러칼라) [피클물재료] 물 2컵| 식초 1컵반| 설탕 1컵| 통후추 5알,6인분이상,아무나,15분이내,2.02E+13," 양배추, 파프리카, 물, 식초, 설탕, 후추 "
1836,6905317,간편한 샐러드:) 한라봉을 이용한 샐러드,한라봉샐러드,28445004,울탱이?,2064,0,55,무침,일상,과일류,샐러드,한라봉을 이용한 샐러드입니다. 집들이 때 인기만점이었던 상큼한 샐러드에요. 손님요리로 최고입니다 ♡,[재료] 한라봉 1개| 칵테일새우 6~7개| 어린잎채소 300g| 허브솔트 1꼬집 [양념] 올리브유 3T| 다진마늘 1/2T| 꿀 1T| 소금 1꼬집| 레몬즙 2T,2인분,아무나,15분이내,2.02E+13," 한라봉, 새우, 채소, 허브솔트, 올리브유, 마늘, 꿀, 레몬즙 "
1837,6905326,도라지무생채,도라지무생채,b190324s,로즈원,1495,0,20,무침,일상,채소류,메인반찬,명절음식이 느끼하잖아요 그때 해먹으면 좋아요,[재료] 도라지 100g| 무 50g| 고추가루 1T| 다진마늘 1t| 식초 1t| 소금 1t| 깨 1t| 쪽파 50g,3인분,초급,15분이내,2.02E+13," 도라지, 무우, 고춧가루, 마늘, 식초, 깨,파 "
1838,6905329,달콤한간식 바나나롤샌드위치,바나나롤샌드위치,achim100,좋아좋아3,4642,0,150,기타,간식,과일류,빵,온 가족이 함께있는 주말에는  간식도 열심히 챙겨야 되네요 ㅎ     오늘은 오랜만에 바나나롤샌드위치 입니다 ,[재료] 식빵 2장| 바나나 2개| 크림치즈 약간,2인분,아무나,5분이내,2.02E+13," 식빵, 바나나, 크림치즈 "
1839,6905330,달콤상큼한 간식 체리밥통케익 & 체리스무디 ,체리케익,achim100,좋아좋아3,636,0,11,굽기,간식,과일류,빵,과일 중의 다이아몬드라는 체리  겨울체철과일 칠레체리로   체리밥통케익  체리스무디  체리샐러드 만들었어요  ㅎ 체리 한상차림이네요 ,[재료] 체리 300g| 달걀 1개| 우유 150ml + 200ml| 원두커피믹스 1봉지| 핫케익믹스 200g| 카놀라유 1T| 얼음 5~6조각,2인분,아무나,30분이내,2.02E+13," 체리, 달걀, 우유 , 원두커피믹스, 핫케익믹스, 카놀라유, 얼음 "
1840,6905337,쉽게 끓여도 맛이 깊은 황태김치국  북어김칫국,황태김치국,hancy002,hancy002,11263,0,352,끓이기,일상,건어물류,국/탕,빠르게 쉽게 끓여도 시원함에  아재감탄이 절로 나오는 깊고 시원~한 황태김칫국입니다. ,[재료] 찢은 황태 2줌| 김치 1/4포기| 다시마 2쪽(손바닥크기)| 양파 1개| 대파 1/2개| 멸치액젓 1큰술반| 국간장 3큰술| 설탕 1/4큰술| 소금 1/2큰술| 후추 1/3큰술| 물 2~2.5리터,4인분,초급,,2.02E+13,"황태, 김치, 다시마, 양파, 파, 멸치액젓, 국간장, 설탕, 후추, 물"
1841,6905343,에그 감자 모닝빵 샌드위치 간식~*,에그감자모닝빵샌드위치,62299079,밥차리라,6343,0,81,기타,간식,달걀/유제품,빵,간식으로~,[재료] 달걀 4개| 감자 1개| 슬라이스아몬드 1작은줌| 마요네즈 2큰술| 연유 2큰술,3인분,아무나,30분이내,2.02E+13," 달걀, 감자, 아몬드, 마요네즈, 연유 "
1842,6905344,간단한 무침반찬~ 배추속 부추 무침,배추부추무침,0807twins,배고픈엄마,1911,0,22,무침,일상,채소류,밑반찬,부추 한단 사와 다듬어 비닐팩에 넣어두면 계란국이나 계란말이 잡채 등.. 여기저기 넣어 먹기 좋은 식재료입니다. 대신 너무 오래 방치하면 금새 농해지니 빨리 먹어야지요. 다듬어 놓은 부추가 농해 버려지기 전 배추속과 함게 무쳐 주었습니다. 다듬어진 부추만 있으면 간단한 무침 반찬입니다.,[재료] 채 썬 배추 속 1줌| 부추 2줌| 고추가루 2+1/2큰술| 다진마늘 1큰술| 멸치액젓 3 + 1/2큰술| 매실청 1큰술| 올리고당 1/2큰술| 참기름 1큰술| 통깨 1큰술,6인분이상,초급,15분이내,2.02E+13," 배추, 부추, 고춧가루, 마늘, 멸치액젓 , 매실청, 올리고당, 참기름, 깨 "
1843,6905345,개운 고소한 안주  간식 <고추치즈구이>,고추치즈구이,hancy002,hancy002,1902,0,84,굽기,일상,채소류,퓨전,고소하고 개운한 맛의 간식! 안주가 필요하다면 바로 이것!! 고추치즈 구이 입니다. 초간단 메뉴!!,[재료] 오이고추 적당량(모든고추가능)| 모짜렐라치즈 적당량| 리코타치즈 적당량| 체다치즈 적당량,2인분,아무나,15분이내,2.02E+13," 오이고추, 모짜렐라치즈, 리코타치즈, 체다치즈 "
